logFC logCPM PValue FDR
ANKRD2 -0.358720797038579 5.69106453868826 0.450399355201013 0.825101206158807
CPNE2 -0.358700732025272 5.67305358660996 0.450425924284687 0.825101206158807
GPR32 0.370492481357922 5.5705774064197 0.450517600931154 0.825170200189475
CRHR2 0.356605223588072 4.90821001046855 0.45058947259752 0.825170200189475
FAM53C 0.363607683855018 2.64941542142536 0.450667787965177 0.825170200189475
SMCO1 -0.36640803306509 3.31370131120171 0.450730596856224 0.825170200189475
PRR21 -0.356347044022976 3.86792978641136 0.450761535018878 0.825170200189475
TNK1 -0.366079341084139 6.89314000592837 0.450776499642479 0.825170200189475
TRIML2 -0.36145018212767 6.66803540144984 0.450778647168492 0.825170200189475
RPL9 -0.369020590172111 2.80721643416174 0.450793145657901 0.825170200189475
GALM -0.356188321420982 5.79257022188632 0.45091192668704 0.825189245690553
RAB44 -0.361917570912733 3.31562131383387 0.450913820586912 0.825189245690553
OR2M7 -0.357326846162544 6.70388778792364 0.450975364659882 0.825189245690553
ABLIM2 -0.354529462051926 7.25122220791052 0.451036946294278 0.825189245690553
SOS1 -0.403042753046197 -0.694264792310934 0.451041025544912 0.825189245690553
MICU1 -0.352855801301408 5.73162254199883 0.4510507239312 0.825189245690553
NPIPB3 -0.352188117091746 6.62090172281951 0.451189587352702 0.825269614691403
CARD18 -0.362116725512523 6.59346252060401 0.451202405185807 0.825269614691403
HNRNPUL2 -0.354829790164241 6.06349448433491 0.451235885044835 0.825269614691403
KIF9 -0.363313327975435 3.60412211035346 0.45129184979752 0.825269614691403
CXorf65 -0.355908423243303 4.4819853936118 0.451325973450975 0.825269614691403
RP11-449H3.3 -0.356184097953243 4.48839273584628 0.45135571161808 0.825269614691403
ZNF630 -0.359186727068692 6.39981513612528 0.451387791117432 0.825269614691403
IL27 -0.356064679111007 4.724007811129 0.451424250819914 0.825269614691403
TGM5 0.361686174027911 5.65631305503088 0.451596637202512 0.825328361885814
RNF103-CHMP3 -0.372042498203935 3.41934163294954 0.451618111501166 0.825328361885814
SLC37A4 -0.354132129188832 5.98848204625199 0.451631075429211 0.825328361885814
VASH2 0.3659630367368 6.81753163880083 0.451650059717874 0.825328361885814
TIAL1 0.359924985601582 6.65326769057327 0.451680560602132 0.825328361885814
PAGE2B -0.36047559240588 3.68271215413309 0.451703600986181 0.825328361885814
ADA 0.362893658319027 6.72454790792523 0.45196125595352 0.82563004104582
TEKT1 -0.358823061322055 4.61573073203429 0.452020772331467 0.82563004104582
IDS -0.352446910585589 5.26167538873779 0.452028609400852 0.82563004104582
FANCM -0.363278968402771 4.59988008048263 0.452033580956992 0.82563004104582
WISP2 -0.360051494210305 6.00277393625897 0.452092007770811 0.825661470428256
GXYLT2 -0.357633082669077 5.2011663720334 0.452213238856773 0.825807583876381
ZNF280D -0.360457898048544 5.57550170227515 0.452370186252706 0.8260188879515
GABARAP -0.355728177166255 5.12225662826052 0.452461904014209 0.826078790988651
KCNJ4 -0.379664659846182 0.537052039124541 0.452485472254379 0.826078790988651
EGR4 -0.359805812245188 3.61687109531263 0.452564626445184 0.826118815190942
IRF2BP1 0.353074677148011 5.77540152622149 0.45261091731787 0.826118815190942
CD48 -0.360919231362553 4.39788013841839 0.452631121597553 0.826118815190942
RUFY2 -0.365043282078091 2.66439527167706 0.452825007660066 0.826246725169252
EDAR -0.360529766537047 1.60581958898522 0.452889081212773 0.826246725169252
ZBTB4 -0.361558776816689 4.64679035439366 0.452902109028857 0.826246725169252
PPP1R10 0.356474983274712 4.93538929541549 0.452917168790959 0.826246725169252
AARS -0.358584709142023 3.46709760165104 0.452971300634198 0.826246725169252
ZNF502 -0.364442775988896 6.81457255451885 0.452993757038863 0.826246725169252
TRPM6 -0.390400720959413 -0.4782918898787 0.452998049997622 0.826246725169252
ATP1A4 0.354277877178354 5.29758276658777 0.453031190780984 0.826246725169252
MYO1D -0.355575662925653 6.82435207004245 0.453082288272546 0.826264686488289
PKD1L1 -0.358629579666457 3.50287945211485 0.453179498854738 0.826366731138758
BORCS7 -0.365603087621097 3.61296867078572 0.453313755222387 0.826536303555401
CTSZ 0.353490077159047 6.34302056744362 0.453359085923246 0.826543719862431
ERP29 0.353798409614814 6.7558014317674 0.45346486743827 0.82660678997191
BEX1 -0.355159004302216 6.57415361367288 0.453482088876954 0.82660678997191
POMT1 -0.359884317909644 4.44123170131596 0.453517478997119 0.82660678997191
GPX6 -0.352377729432125 5.17972678941566 0.453566655494317 0.826621206096504
LRMP -0.36447905513381 5.12622264837925 0.453779061833362 0.826841788623096
POLI 0.361888407443158 2.3537427092338 0.453843873865502 0.826841788623096
ULK4 -0.365133218891959 4.39204550487394 0.453899206514525 0.826841788623096
C8orf46 -0.354211033493127 6.20404863524569 0.453940584658629 0.826841788623096
RAB1A -0.353435141635285 6.49038875493442 0.453991371138404 0.826841788623096
STK11 -0.353720776979882 5.76924521970124 0.454026751588634 0.826841788623096
NMNAT1 0.354531215814246 3.68397281998784 0.454041860644542 0.826841788623096
MRPS23 0.353516282427259 4.96902519934951 0.454046752713763 0.826841788623096
KLK7 -0.357579838854155 6.02895811882747 0.454150367093777 0.826841788623096
LRRC26 0.371384068132596 4.59813555613148 0.454217620202185 0.826841788623096
AGAP6 -0.35955778261846 2.84507645541287 0.454219893499886 0.826841788623096
RASSF4 -0.35355364477947 5.07050305557032 0.454225882726847 0.826841788623096
MOGAT3 0.353183963088492 5.92714231126974 0.454256854097721 0.826841788623096
PKD2L1 0.364347619424642 1.81875824297966 0.454265582536926 0.826841788623096
AC090094.1 -0.35180179405232 4.16224710530491 0.454341641771555 0.826905090525714
TPBGL 0.370297100533318 3.79040636116067 0.454429436927776 0.826916349757568
TRAF6 0.374638976096388 0.551870515459869 0.454430391799277 0.826916349757568
MYO18B 0.348945855688541 5.46918154818275 0.45456897415559 0.827024640250136
MRRF -0.356197792064911 3.15581794581808 0.45461186261775 0.827024640250136
CRK -0.356100704259085 6.60467017686594 0.454645258647122 0.827024640250136
LURAP1 -0.35242048893565 7.16678892424815 0.454716744176715 0.827024640250136
KRT72 -0.357744235871717 5.86643524961695 0.454784155213579 0.827024640250136
THAP2 -0.349177492843537 5.34062021299512 0.454911342062844 0.827024640250136
GNAS -0.351616502999085 5.21803860893486 0.454941808379994 0.827024640250136
MYO7A -0.350719949304705 5.74547467364854 0.455027723142087 0.827024640250136
ABC13-47488600E17.1 -0.355537435809053 4.14946979033777 0.455035114335854 0.827024640250136
PCDHGB1 -0.352199393193069 5.75025283641793 0.455069922838855 0.827024640250136
GOLGA6L4 0.35528303868197 4.25917906623216 0.455106889328988 0.827024640250136
RPS21 -0.361002818056471 6.1657974649673 0.455117638349454 0.827024640250136
ALB -0.359788970735775 2.78881070729293 0.455185652184366 0.827024640250136
HOXA10-HOXA9 -0.720188899186 -3.5273270099688 0.455209715276684 0.827024640250136
SPRR1B -0.355078553270614 7.13753893084481 0.455225762678572 0.827024640250136
SLC7A11 -0.35784659811189 3.64077200860265 0.455230253375637 0.827024640250136
DNAJB6 -0.355107836581823 6.55205836597035 0.455248232056504 0.827024640250136
CTD-3105H18.18 -0.354203504639489 6.49163342524069 0.455253920546496 0.827024640250136
RIPK1 -0.373131264320876 2.96113832102082 0.455274360143689 0.827024640250136
ZRANB3 -0.356990188646562 4.07743811836466 0.455464701499916 0.82729537864933
ZNF286B -0.352745144198319 7.28020941442406 0.455689149378337 0.827610467036688
EMC6 -0.347510768485756 5.56501210694013 0.455767026443066 0.827610467036688
OR3A3 -0.353958688281796 5.09776247444561 0.455791226504794 0.827610467036688
NUDT1 -0.352075217298623 7.22700877108183 0.455844301077372 0.827610467036688
PUF60 -0.35089866227919 6.46078179341599 0.455895069427989 0.827610467036688
MT1E 0.353318125346103 7.67711749172812 0.455921714732545 0.827610467036688
NEUROG3 -0.35338517479449 6.14230209062343 0.455948112819368 0.827610467036688
SFXN1 -0.355637304418788 3.01187655388003 0.455968704219305 0.827610467036688
PLS3 0.358912624380989 3.30532674942641 0.45605661294776 0.827695027086761
ZNF350 -0.35041344690452 6.87753401462081 0.456100139687532 0.827699030447631
CEP295 0.350151639110528 7.09182879565472 0.456153034328169 0.827720031762619
GPR150 -0.348409974162187 5.51650621691724 0.456231773617072 0.827787921859019
C17orf89 -0.351257898839094 6.21249404171783 0.456339913455417 0.827909139246939
SEMA4F -0.352317105931556 5.17712921030873 0.456393643063899 0.827931630521007
SPAG1 0.358843987811486 6.08369180762504 0.456499391139808 0.82804847450163
RAB5C -0.354326830702367 3.62755453576941 0.456649411471535 0.828245595906041
MCPH1 -0.356503186997141 4.73990397192064 0.456850320205813 0.828429016989919
GAS6 -0.354131653398284 3.86126414766382 0.456869386411719 0.828429016989919
NLGN3 -0.357118845999474 5.04695953665946 0.456905685222465 0.828429016989919
FCN1 -0.361290766123351 5.62202807701109 0.45691596923292 0.828429016989919
BPIFA3 0.382064799509891 -0.0672474799234073 0.457090136863177 0.828612447363797
KRT79 -0.364442250837105 2.85832511705549 0.457114820284119 0.828612447363797
TAF1B 0.356266638239582 3.51380641524137 0.457141238870617 0.828612447363797
CXorf49 0.358047324653113 5.90489374887393 0.457183712206492 0.828614453420941
NOX1 -0.349246396355393 5.50681826236482 0.457238776681921 0.828639277636439
HAUS1 0.359498258542378 2.82243101072896 0.457352965490921 0.828729920265743
VDAC2 0.355532119333656 5.36075728982827 0.457387302487537 0.828729920265743
HEXIM2 -0.352407954535697 3.55261937965419 0.457471979831657 0.828729920265743
OGT -0.358464884086675 1.90021443645272 0.457474639849067 0.828729920265743
PTGDR -0.352408701955394 4.24211251827383 0.457594956811922 0.828729920265743
RGS6 0.358399583715869 4.21001745825817 0.457647471695807 0.828729920265743
CCDC36 -0.354801272345752 6.22066973829262 0.457658411069822 0.828729920265743
TECR -0.356193874478076 5.85282513695227 0.457713721579879 0.828729920265743
MCEE -0.356870742968238 5.58009059771508 0.457784764385865 0.828729920265743
KLHDC8B 0.361695433913822 5.97655902409221 0.457788579451826 0.828729920265743
CEP290 -0.349370113938788 6.66263869828006 0.45779191516909 0.828729920265743
NDUFC2 -0.353463913355468 6.41075839862434 0.45781820526374 0.828729920265743
OPA3 -0.354116143699325 3.3760333605036 0.457926721487922 0.828729920265743
KLRB1 -0.359788539205469 1.12108041537921 0.457936672616693 0.828729920265743
FAM89A -0.351872852392958 4.80142605209925 0.457938272812046 0.828729920265743
PPP4R1 -0.352840007650394 4.68313400519773 0.457950750707479 0.828729920265743
MPL -0.348457419372326 4.03005905302603 0.458055867961363 0.828793076283207
GCC1 -0.358448791175813 1.72659052149907 0.458082860092851 0.828793076283207
HSF4 -0.361984122901987 1.58969652616893 0.458109776876225 0.828793076283207
PDHX -0.353797364874463 2.35279575746467 0.45827220866306 0.829012066443579
NHS -0.356843034297314 2.40313979349374 0.458426229519079 0.829111287613237
THEG -0.349640118995582 4.56009496850836 0.458452948925022 0.829111287613237
PLXNA3 -0.347925911821719 5.4127257581135 0.458493660059336 0.829111287613237
OR13F1 -0.354484835621711 6.13965096500863 0.458531566512735 0.829111287613237
BRICD5 -0.348884510161532 6.52168920400336 0.458573971668808 0.829111287613237
SLCO1B7 -0.349240138640111 5.89171476839149 0.458575405894217 0.829111287613237
RNF145 -0.357400447488036 1.99568457202506 0.458687036911291 0.829207248013277
KARS -0.355429117592394 5.19622633944469 0.459001139596419 0.829207248013277
CCL17 -0.353481386768692 4.06361320289713 0.459006340216448 0.829207248013277
MAGEB18 -0.372794579337013 1.00708337339048 0.459032467099908 0.829207248013277
PAQR7 0.353517820628327 6.27362141281565 0.459043549978464 0.829207248013277
AC003002.6 -0.348374301911648 6.54955043807649 0.459061068010786 0.829207248013277
PPOX -0.354418286301354 2.1654864282995 0.45912384915407 0.829207248013277
MEX3C 0.35536753044946 6.80690120009872 0.459125023805637 0.829207248013277
GATA4 0.355599071868035 3.78231534118607 0.459186084388463 0.829207248013277
IL11RA -0.346015826280505 5.4592461690023 0.459191332907374 0.829207248013277
H2AFY2 -0.362530081083838 2.27261300047546 0.459206821606843 0.829207248013277
ATF6B -0.352935989294785 4.25504888528974 0.459219767700291 0.829207248013277
SLC41A2 0.349798861317439 4.0616432472756 0.459261936065752 0.829207248013277
PRKACA -0.349205816182792 4.16717302517467 0.459274690147753 0.829207248013277
PRSS46 -0.347583342938562 5.2036195592247 0.459307171742599 0.829207248013277
GGT6 -0.355434108821407 3.14610198883088 0.45940360246959 0.829207248013277
DDX5 -0.351653732734156 4.12048742700662 0.459417450594294 0.829207248013277
CDKN2AIPNL 0.350856823800963 2.4776604998406 0.459458929022848 0.829207248013277
SC5D -0.350933328992843 5.93109064365626 0.459491402448441 0.829207248013277
PPP2R1B -0.358604590705479 3.53721658407358 0.45949232284955 0.829207248013277
RPGR -0.355333681775949 3.34120693908174 0.459541170488772 0.829207248013277
CMC1 -0.357015219928595 2.58989614440763 0.459549526902076 0.829207248013277
RAB40A -0.363466326154493 4.82783378005474 0.459732917342769 0.829207248013277
FCHO1 -0.357472176742962 7.41325140558581 0.459847963548506 0.829207248013277
ATP5E 0.359990255966846 1.96064428816035 0.459893221125851 0.829207248013277
FOXI2 -0.357489566699945 2.90610734105117 0.459898391666028 0.829207248013277
SPTA1 -0.346316930835405 5.11260707265641 0.459919197788063 0.829207248013277
PSMD7 0.346268717581148 5.4284609961656 0.459932394399066 0.829207248013277
ANKRD31 -0.374893554982282 0.249462221247268 0.459933489215365 0.829207248013277
RAC1 -0.35421723314707 6.21104265564546 0.459954147751218 0.829207248013277
RHOU -0.346893504244285 5.04723731233894 0.459961459310173 0.829207248013277
HSD3B7 -0.347027762494065 5.25570796891835 0.459993586246495 0.829207248013277
GRIFIN 0.354856254395591 1.36838018934153 0.459994555435252 0.829207248013277
KIRREL3 0.352844043241449 5.7609011846772 0.460076593675075 0.829280504625703
TPSG1 0.35231135291456 4.35399496651698 0.460162072945032 0.829293460488435
RP5-994D16.12 -0.384396267742524 -0.515238589864172 0.460166582463629 0.829293460488435
RP11-240B13.2 -0.354138757667428 3.18295789883507 0.460365758358581 0.829330558458724
SLC25A17 -0.354497647573671 7.11743517345822 0.460427112331602 0.829330558458724
ZWILCH 0.363163120981202 0.841754437006512 0.460450123567562 0.829330558458724
OR2T3 0.366588669067068 0.784690315006601 0.460450153083011 0.829330558458724
PLG 0.369646331587666 2.504493512836 0.460516456910692 0.829330558458724
C1QL1 0.348876452340737 4.86025238254192 0.460604898404189 0.829330558458724
BASP1 0.350585200932951 4.35659301809888 0.460705441251356 0.829330558458724
GPR83 -0.351386417029898 4.90345728197249 0.460711879111246 0.829330558458724
FAM212B -0.359864149899269 3.52946402369185 0.460720635775189 0.829330558458724
TMEM105 -0.346969115681277 4.02060378625753 0.460857863754162 0.829330558458724
EXOC7 0.345750298895084 5.76918192477408 0.460870295918218 0.829330558458724
AC245100.1 -0.351524632381373 6.01996388178704 0.460883780352777 0.829330558458724
RHOA -0.350343050784551 3.72310732388698 0.460885628366632 0.829330558458724
PRPH -0.360189777817991 6.29317321797216 0.460987636549013 0.829330558458724
DPH1 0.348416677346665 7.08074452935219 0.461006007588784 0.829330558458724
TAAR6 -0.364092414052271 3.3133553821186 0.46104709318344 0.829330558458724
SLC20A2 -0.353551674533164 5.0159355534311 0.461072066799362 0.829330558458724
PI3 -0.355250460192057 3.37626875199243 0.461103781608844 0.829330558458724
NAA10 -0.355960133034977 6.72798666676414 0.461177898380582 0.829330558458724
PRDX4 0.349224149508663 5.10938900394721 0.461179670593464 0.829330558458724
IFNA8 -0.354180263062252 2.2477289866909 0.461218738271122 0.829330558458724
LCE3B -0.347337083112589 5.52460481474055 0.461240735463372 0.829330558458724
OR6Q1 -0.350541149080225 4.02219996799911 0.461243508812002 0.829330558458724
ARHGEF17 0.350014074668626 5.80711684858288 0.461282809622345 0.829330558458724
DNAJC17 -0.350068100672893 4.32335765537205 0.461299466906934 0.829330558458724
IGIP -0.358509280236768 5.83469854852702 0.461332794972235 0.829330558458724
WDR61 -0.345930379127725 7.06827998838698 0.461336297701269 0.829330558458724
HADHA -0.354035710241052 7.41331936527277 0.461375220777722 0.829330558458724
GLRA2 -0.347169704988019 6.76689410951941 0.461387836027358 0.829330558458724
ACHE -0.347340789680991 5.36195785735446 0.461636824597779 0.829549257470129
PPP1R13L -0.341965363212528 5.3104417183211 0.461660521129106 0.829549257470129
OR2T2 0.355980888530473 5.01198411870598 0.461672490177801 0.829549257470129
ZNF106 -0.355100646036499 4.53650513465827 0.461682076223011 0.829549257470129
MMS22L -0.354862984132187 6.65805441453525 0.461716572888746 0.829549257470129
C11orf40 -0.353558456147332 6.38966029419431 0.461780643392758 0.829556087755363
DNAH7 -0.35131157821944 4.59908840379784 0.461803201765267 0.829556087755363
RGL2 0.357574611234911 5.15354374546723 0.461964690290688 0.829696256432685
PXK -0.359069141814092 5.41844418247007 0.461998851714343 0.829696256432685
PRRT4 0.347171327734162 7.20637137081112 0.462005493697278 0.829696256432685
GPR68 -0.35297308849935 3.38130318734273 0.462447838967506 0.829892875417817
CLTB -0.346964515662161 4.35286249839268 0.462522691576375 0.829892875417817
TPRG1L -0.344875236079089 5.14164844231343 0.462550797403954 0.829892875417817
PTPN4 -0.341884505956757 5.36221580551438 0.462599115983137 0.829892875417817
WIPF1 0.343879239845404 6.49632955654737 0.462634301532168 0.829892875417817
EED -0.348475655234215 6.3815343586596 0.462636392516752 0.829892875417817
DEGS1 -0.367437683563135 1.08243952234323 0.462779943989699 0.829892875417817
GPATCH4 -0.349489277504486 6.14879175969303 0.462784417234653 0.829892875417817
FAM47C -0.349453491316425 5.13183880205128 0.462801765811331 0.829892875417817
TSEN2 -0.347537103801414 3.82324751067175 0.462811740908186 0.829892875417817
MAGOHB 0.348446149332805 4.18498388519769 0.462821447006077 0.829892875417817
ABCF2 0.349569824976022 5.6626842628779 0.462871718997683 0.829892875417817
SYNJ2 -0.350259947254471 6.9160739156596 0.46298779077336 0.829892875417817
SLC34A2 -0.343923334095272 5.55426699397689 0.463043529832999 0.829892875417817
TVP23C -0.353731758861548 1.85380800299351 0.463047941279627 0.829892875417817
CACYBP 0.34756941574851 3.52288794579398 0.463057315980456 0.829892875417817
ARHGAP21 -0.34492665240627 6.66376367872346 0.46306556049424 0.829892875417817
SCRIB 0.344149741930544 5.8496907360381 0.463071579753033 0.829892875417817
SNAP23 -0.347682987691738 5.82313491705778 0.463072062156359 0.829892875417817
AHSA2 -0.353021737896291 3.36294495606828 0.463084428662209 0.829892875417817
OPHN1 -0.354046276268076 2.44370537345623 0.463085566800601 0.829892875417817
TMEM209 -0.34601116805218 6.19416366733267 0.463145978330534 0.829892875417817
ARF6 0.37217528428589 6.09966662657548 0.463245991753336 0.829892875417817
TKFC -0.480442829155559 -2.50407904814811 0.463263237688214 0.829892875417817
RPS6KA4 0.345450521797391 6.37334308571109 0.463359706587371 0.829892875417817
DDX42 0.346465908196194 6.54542396018906 0.463414707690716 0.829892875417817
GLT1D1 -0.364653405960016 4.29997924174 0.463433044569303 0.829892875417817
DEFB106A -0.355799619772902 5.15179640648967 0.463476579831826 0.829892875417817
PBX4 0.354631200634264 6.7218444178651 0.463499600607846 0.829892875417817
FOXA1 -0.35384735326508 4.20483620670668 0.463640342012343 0.829892875417817
DMD -0.353343528689377 2.94405407765717 0.463717134110848 0.829892875417817
TCP11L2 -0.34068008713723 5.45605421078133 0.463764150535907 0.829892875417817
TMEM110-MUSTN1 -0.347799721171552 7.09455115592371 0.463850410682935 0.829892875417817
PRDM12 0.346361536342443 5.26092810496384 0.463907009848193 0.829892875417817
RXRB 0.349773096470477 2.91620405005478 0.463931615849278 0.829892875417817
OSBP2 0.352319095147269 3.44820342277869 0.463960996094763 0.829892875417817
KY -0.353183468233558 3.65276665294024 0.463969085036349 0.829892875417817
GAD2 -0.345695380210405 6.74369017070716 0.463991430846116 0.829892875417817
SETMAR -0.349894574665189 6.20671964219063 0.463996493293789 0.829892875417817
TSSK3 -0.346030799273692 6.2238868317121 0.464053132540522 0.829892875417817
OR5H14 0.35041272642908 2.9365242684448 0.464070104690823 0.829892875417817
ARAP2 -0.383361755669922 -0.588064602982445 0.464085037703449 0.829892875417817
FANCD2OS -0.342034474509217 5.22317437404342 0.464086194419779 0.829892875417817
C15orf62 -0.343793263907668 5.94811354441115 0.464098579657653 0.829892875417817
SEMA3D 0.351051297768744 4.29590414599185 0.464236508782158 0.829892875417817
C6orf118 0.347535075780765 5.01579528437008 0.464238968457215 0.829892875417817
HSP90AB1 -0.34260680553286 5.05221173519259 0.464261944970886 0.829892875417817
ITGB4 -0.349394376603902 7.48591685262625 0.464265932731347 0.829892875417817
ZSCAN10 0.342478897851946 6.65798369255544 0.464269317816086 0.829892875417817
G3BP2 -0.350374401420104 3.49810178408755 0.464287272587775 0.829892875417817
MYOT -0.353417616422678 3.00696607805803 0.464294629686757 0.829892875417817
MAGEA10 -0.350856907848516 5.16974791594954 0.464304052773352 0.829892875417817
CABLES2 -0.35472171173524 2.86603891476087 0.464323879930941 0.829892875417817
TRRAP -0.347082861935962 7.7655767492811 0.464380431663491 0.829892875417817
HRC -0.356084489072552 4.92418342933285 0.46439763979415 0.829892875417817
CFAP61 -0.348100638095411 4.43343446646546 0.464489251854093 0.829892875417817
TBPL2 -0.369670589295034 5.60378720277473 0.464506086219236 0.829892875417817
ASMT -0.357262393779941 3.56401069898418 0.46451794314735 0.829892875417817
ANO9 -0.341898787550216 7.37615318780966 0.464661201706419 0.830020235195156
TLR10 -0.346707863465554 4.47310735945113 0.464672104112549 0.830020235195156
DUS1L -0.346105166703755 4.06006941982189 0.464936764583549 0.830360478408512
LGALS13 0.343096218818664 6.20926426330133 0.464993484415575 0.830360478408512
SIN3A -0.348195711417072 3.16202034383753 0.465067890731798 0.830360478408512
EBF3 -0.346875423278552 5.62072310333475 0.46511301632613 0.830360478408512
EPPIN-WFDC6 0.352213377319583 1.59326330479656 0.465264340439711 0.830360478408512
SEMA3E -0.364288508723662 4.10089486479203 0.465279674008295 0.830360478408512
ADIPOR1 -0.34505618424824 3.50350402003559 0.46532454457518 0.830360478408512
CELSR1 -0.358827014460143 1.48886236598236 0.465332432446601 0.830360478408512
C3AR1 -0.349333168139056 5.01886359407299 0.465364081722122 0.830360478408512
SUPT6H -0.351218587901766 6.32653556900179 0.465418512445677 0.830360478408512
SCCPDH -0.34543051616515 6.68542982453714 0.465444549958274 0.830360478408512
ASCC2 -0.346097860817677 5.11818411800667 0.465445209788422 0.830360478408512
DLG3 0.361023671571773 5.39371603908347 0.465452734852585 0.830360478408512
MYO18A 0.346338057645644 6.21344376799999 0.465508075378642 0.830360478408512
RAVER1 -0.345098153347151 6.70597103849474 0.465516412678759 0.830360478408512
KIAA1551 0.35306929154379 3.49591761570414 0.465525843568848 0.830360478408512
TLX1 0.350962280800817 6.52320341585362 0.46560513425888 0.830427962277591
EP300 0.345480064842787 5.17126605534622 0.465771105984096 0.830519489302407
EVC2 -0.349389603015471 4.46135727887189 0.465810332364983 0.830519489302407
NFAM1 -0.354178816547856 3.20431275398527 0.465811600827994 0.830519489302407
TADA2A -0.366856099956045 0.197148805292604 0.465865641292336 0.830519489302407
PRTFDC1 0.355631425437619 5.02354045980427 0.465891617923328 0.830519489302407
TSPAN1 -0.353797876788763 3.81010039286084 0.465967269254891 0.830519489302407
GNGT2 0.344658829318455 5.52482130240622 0.465998750412519 0.830519489302407
AC009491.2 -0.339999115657234 5.24407266936819 0.466006004426196 0.830519489302407
FAM160B1 -0.34933391341402 3.4354821994538 0.466029607096952 0.830519489302407
ZBP1 0.34267578872551 5.91980752628167 0.466142217450562 0.83060294724807
TBC1D29 0.35131911826643 4.02057062672801 0.466248015543133 0.83060294724807
FBF1 0.348525108234786 5.84472406533932 0.466252490008926 0.83060294724807
CYTH3 0.347963328245536 3.70123159549282 0.466291151024878 0.83060294724807
CACFD1 0.342337022236403 4.93291955424764 0.466311510125698 0.83060294724807
HIST1H2AK 0.356105634173608 4.97230828373828 0.466372336717425 0.83060294724807
SLC34A3 -0.386429750885223 -0.733339842204505 0.466407486867302 0.83060294724807
ZNF687 -0.350243876175475 5.54223111052954 0.466434245076167 0.83060294724807
CANT1 -0.350161181542709 4.93600821045755 0.466479250312437 0.83060294724807
ACAA1 -0.352009041559108 3.94843475322353 0.466542184613962 0.83060294724807
MAPRE1 -0.348463270253942 5.80810112180179 0.466555710955798 0.83060294724807
IFNA6 -0.354445597341999 5.88111914324603 0.466574028377779 0.83060294724807
HLA-DOB 0.342843753848512 6.05286387587537 0.46672313181123 0.830794548414711
DOCK9 0.343747435625776 4.46585481544813 0.466773900293611 0.830811089104437
OR2T5 0.3445454792865 6.41994358755956 0.46684939778897 0.830846585324112
MNS1 -0.350725833199551 6.46546217221478 0.466876799181679 0.830846585324112
KRT20 -0.346797971680636 5.53487935107305 0.46704109530103 0.8310218554093
FKBP4 -0.340095996550028 5.11429097901809 0.467058262103634 0.8310218554093
GPR132 -0.348988328506212 2.5481538789604 0.467223999116406 0.831242910231879
TTC26 -0.343332029129118 4.51066557517127 0.467287588662119 0.831282210345552
TCEAL4 0.342744217644714 5.70972265573988 0.46737852537982 0.831298744903748
ARHGAP11A 0.348193244929778 3.63375781995281 0.467379884434427 0.831298744903748
CECR1 0.340099969625351 5.85719064582227 0.467502270353055 0.831442597659774
PPP1R35 0.350301726104232 1.56692271495327 0.467622637107981 0.831575270808267
LBHD1 -0.35098018402605 5.25425936138198 0.467713603058026 0.831575270808267
MMP16 -0.354739196592956 4.06163191349061 0.467811256497929 0.831575270808267
GPRC5D -0.353702499257069 2.27490341023623 0.467836347174246 0.831575270808267
RGPD8 -0.340879271994431 7.74520030803662 0.467891907164732 0.831575270808267
ERMAP -0.344092220831993 4.30200806524592 0.467901596198204 0.831575270808267
SELENBP1 -0.341335447986453 5.82605051814012 0.467947798849971 0.831575270808267
IQSEC2 -0.346163403653198 3.77787386266115 0.467983044610292 0.831575270808267
DPM2 -0.355528982636507 3.97568602562146 0.468011876474274 0.831575270808267
EIF2B4 0.34748239490866 4.59935804332409 0.468080763498197 0.831575270808267
TRPM5 0.343684920864315 7.32812735528217 0.46809265054838 0.831575270808267
LGI2 -0.336822238404569 5.3429172686118 0.4681343434394 0.831575270808267
CLEC4F 0.348988996402478 6.75625604325731 0.468206211430679 0.831575270808267
KRTAP5-7 -0.350124400312683 3.22317914650596 0.468211074640219 0.831575270808267
KRT17 -0.349696079761801 5.55374945114437 0.468224529005553 0.831575270808267
MAP1LC3B 0.356258022354328 4.06499905688587 0.468273193624613 0.831575270808267
SDHAF2 -0.346602292889452 5.34068535732034 0.468387446284914 0.831575270808267
MEAF6 -0.346522941463789 2.89891517179896 0.468403651819463 0.831575270808267
CEP350 -0.359443090769088 4.27731163710701 0.468492800798246 0.831575270808267
THSD4 -0.350839366915926 2.0981653681493 0.468570172841959 0.831575270808267
MLN 0.339609635961992 5.23006041647509 0.468606038545162 0.831575270808267
ARMC3 0.354148621002136 0.944160273069737 0.468612016706953 0.831575270808267
COL5A3 -0.341541112877459 7.01166579314046 0.468612345252164 0.831575270808267
RPAP3 -0.347063815420103 6.2753427977811 0.468666681504895 0.831575270808267
SLC7A6 -0.34039999082912 5.89429970049574 0.468680233620191 0.831575270808267
MBD6 -0.341989991167112 7.93741493336878 0.468786130342468 0.831575270808267
CYP2B6 -0.356865263513605 6.35274868957147 0.468801922249512 0.831575270808267
IL23A -0.359086345378853 6.31178391533806 0.468813853375891 0.831575270808267
METTL17 -0.347321891339249 6.67945264656595 0.468816442258823 0.831575270808267
TCTEX1D1 0.342447526753025 6.01372546424331 0.468822302093643 0.831575270808267
SELM -0.346097335420369 5.16314346382085 0.468881468476354 0.831606578276062
KIAA1522 -0.355706987080814 3.7344458482886 0.469026637391052 0.831788590337295
